jd_id,normalized_jd,jd_summary,clean_jd
345,understanding requirement digital project work together production head create project plan resource timeline identify project critical path potential issue might affect project timeline budget managing resource client communication digital project daily basis ensure project timeline requirement met initiate internal external coordination meeting make sure requirement gap stage project lead quality assurance user process generate project documentation required project constantly develops knowledge expertise project management digital marketing field qualification bachelor degree management computer science marketing communication related major familiar Agile Waterfall methodology experience working digital marketing creative agency tech savvy high interest digital marketing strong minded great communication project management skill organized person eye detail background system business analyst plus,"{
  ""title"": ""Digital Project Manager"",
  ""years_experience_required"": null,
  ""education_required"": [""Bachelor's degree in Management"", ""Bachelor's degree in Computer Science"", ""Bachelor's degree in Marketing"", ""Bachelor's degree in Communication"", ""Related major""],
  ""key_skills"": [""Project management"", ""Agile methodology"", ""Waterfall methodology"", ""Digital marketing"", ""Communication skills"", ""Organizational skills"", ""Attention to detail"", ""Client communication"", ""Resource management"", ""Quality assurance leadership""],
  ""tools_software"": null,
  ""responsibilities"": [""Create project plan, resource allocation, and timeline"", ""Identify project critical path and potential issues"", ""Manage resources and client communication for digital projects"", ""Ensure project timelines and requirements are met"", ""Initiate and lead internal and external coordination meetings"", ""Address requirement gaps at various project stages"", ""Lead quality assurance and user processes"", ""Generate required project documentation"", ""Develop knowledge and expertise in project management and digital marketing""],
  ""requirements"": [""Bachelor's degree in relevant field"", ""Familiarity with Agile and Waterfall methodologies"", ""Experience in digital marketing, creative agency, or related field"", ""Tech-savvy with high interest in digital marketing"", ""Strong communication and project management skills"", ""Organized with attention to detail"", ""Background as system or business analyst is a plus""]
}",understanding requirement digital project work together production head create project plan resource timeline identify project critical path potential issue might affect project timeline budget managing resource client communication digital project daily basis ensure project timeline requirement met initiate internal external coordination meeting make sure requirement gap stage project lead quality assurance u process generate project documentation required project constantly develops knowledge expertise project management digital marketing field qualification bachelor degree management computer science marketing communication related major familiar agile waterfall methodology experience working digital marketing creative agency tech savvy high interest digital marketing strong minded great communication project management skill organized person eye detail background system business analyst plus
346,qualification minimum education bachelor majoring electrical engineering mechanical engineering industrial engineering experienced project manager per project at least five years strong insight mechanical electrical plumbing field mastery mechanical electrical plumbing system mastery Microsoft Project Microsoft Office good leadership managerial skill communicate well verbally and in writing able to work under pressure job description create mechanical electrical plumbing project plan coordinate external and internal parties regarding project implementation responsible for overall implementation of project mechanical electrical plumbing section including progress reporting report project implementation to board of directors periodically,"{
  ""title"": ""Project Manager - Mechanical Electrical Plumbing"",
  ""years_experience_required"": 5,
  ""education_required"": [""Bachelor's in Electrical Engineering"", ""Bachelor's in Mechanical Engineering"", ""Bachelor's in Industrial Engineering""],
  ""key_skills"": [""Project management"", ""Mechanical Electrical Plumbing (MEP) expertise"", ""Leadership"", ""Managerial skills"", ""Verbal communication"", ""Written communication"", ""Work under pressure""],
  ""tools_software"": [""Microsoft Project"", ""Microsoft Office""],
  ""responsibilities"": [""Create mechanical electrical plumbing project plan"", ""Coordinate external and internal parties regarding project implementation"", ""Oversee overall implementation of mechanical electrical plumbing section"", ""Monitor and report project progress"", ""Report project implementation to board of directors periodically""],
  ""requirements"": [""Bachelor's degree in Electrical, Mechanical, or Industrial Engineering"", ""Minimum 5 years experience as project manager per project"", ""Strong insight in mechanical electrical plumbing field"", ""Mastery of mechanical electrical plumbing systems"", ""Proficiency in Microsoft Project and Microsoft Office"", ""Good leadership and managerial skills"", ""Strong verbal and written communication skills"", ""Ability to work under pressure""]
}",qualification minimum education bachelor majoring electrical engineering mechanical engineering industrial engineering experienced project manager p project least five year strong insight mep field mastery mechanical electrical plumbing system mastery microsoft project microsoft office good leadership managerial skill communicate well verbally writing able work pressure job description create mep project plan coordinate external internal party regarding project implementation responsible overall implementation project mep section including progress reporting report project implementation board director periodically
347,"Job description: define project scope, timeline, resources, risk mitigation, manage project resources, people allocation, projection, manage project budget, daily activity, lead project start, kickoff, milestone, periodic meeting, closing, communicate with client, Project Manager progress scheduling, outstanding item, communicate with internal team, strategy, high-level solutioning, scheduling deliverables, ensure deployment meets best practice standards, understand high-level technical solutioning, technical handover, manage project closing procedure.  

Requirement: graduated in Information Technology, Engineering, Business Management, or related major, understand general project cycle, experience in three project cycles, able to present and influence Chief Director level, Project Management Professional certificate mandatory, English communication, negotiation skill, good logical thinking, problem-solving skill, expert in spreadsheet, Microsoft Excel.","{
  ""title"": ""Project Manager"",
  ""years_experience_required"": null,
  ""education_required"": [""Information Technology"", ""Engineering"", ""Business Management"", ""Related Major""],
  ""key_skills"": [""project cycle management"", ""presentation to executive level"", ""influencing skills"", ""English communication"", ""negotiation"", ""logical thinking"", ""problem solving""],
  ""tools_software"": [""spreadsheet"", ""Microsoft Excel""],
  ""responsibilities"": [
    ""define project scope, timeline, and resources"",
    ""develop risk mitigation plans"",
    ""manage project resources and people allocation"",
    ""project budget management"",
    ""lead project initiation, kickoff, milestones, periodic meetings, and closing"",
    ""communicate with clients regarding project progress and outstanding items"",
    ""coordinate with internal teams on strategy and high-level solutioning"",
    ""schedule deliverables"",
    ""ensure deployment meets best practice standards"",
    ""oversee technical handover"",
    ""manage project closing procedures""
  ],
  ""requirements"": [
    ""degree in Information Technology, Engineering, Business Management, or related field"",
    ""understanding of general project cycle"",
    ""experience in three project cycles"",
    ""ability to present and influence at Chief Director level"",
    ""Project Management Professional certification"",
    ""proficiency in English communication"",
    ""negotiation skills"",
    ""expertise in spreadsheet and Microsoft Excel""
  ]
}",job description define project scope timeline resource risk mitigation manage project resource people allocation projection manage project budget daily activity lead project start kickoff milestone periodic meeting closing communicate client pm progress scheduling outstanding item communicate internal team strategy high level solution ing scheduling deliverable ensure deployment meet best practice standard understand high level technical solution ing technical hand manage project closing procedure requirement graduated information technology engineering business management related major understand general project cycle experience three project cycle able presentation influence cd level pmp certificate mandatory english communication negotiation kill l good logical thinking problem solving skill expert spreadsheet excel
348,"Minimum qualification: Bachelor degree in Engineering, at least five years of experience as Project Manager, at least ten years of experience and knowledge in the field of Mechanical, Electrical, Plumbing, and Mechanical, Electrical, and Plumbing. Good communication skills, able to plan and control project cost, quality, time, safety, and work methods.  

Job description: Determine project management implementation policy, handle and control work in the field properly to meet company targets for cost, quality, time, and safety. Plan targets and control work programs, understand contract documents, shop drawings, material approval concepts, and planning drawings. Monitor project progress including worker productivity and compliance with work safety. Implement, socialize, and develop control implementation regulation systems and project procedures set by the company. Direct, motivate, and develop subordinates, emphasizing work discipline.","{
  ""title"": ""Project Manager"",
  ""years_experience_required"": 5,
  ""education_required"": [""Bachelor degree in Engineering""],
  ""key_skills"": [""project planning"", ""cost control"", ""quality control"", ""time management"", ""safety management"", ""work method planning"", ""contract document understanding"", ""shop drawing review"", ""material approval process"", ""planning drawing interpretation"", ""worker productivity monitoring"", ""regulation system implementation"", ""team leadership"", ""work discipline enforcement""],
  ""tools_software"": null,
  ""responsibilities"": [""Determine project management implementation policy"", ""Control field work to meet cost, quality, time, and safety targets"", ""Plan targets and control work programs"", ""Understand and manage contract documents, shop drawings, material approvals, and planning drawings"", ""Monitor project progress and worker productivity"", ""Ensure compliance with work safety standards"", ""Implement and develop project procedures and regulation systems"", ""Direct, motivate, and develop subordinates"", ""Enforce work discipline""],
  ""requirements"": [""Bachelor degree in Engineering"", ""At least five years of experience as Project Manager"", ""At least ten years of experience in Mechanical, Electrical, and Plumbing fields"", ""Knowledge in Mechanical, Electrical, and Plumbing"", ""Ability to plan and control project cost, quality, time, safety, and work methods""]
}",qualification minimum bachelor degree engineering least five year experience project manager least ten year experience project knowledge experience field mechanical electrical plumbing mep good communication skill able plan control project cost quality time safety work method job description determine project management implementation policy handle control work field properly meet company target cost quality time safety plan target control work program understand contract document shop drawing material approval concept planning drawing monitor project progress including worker productivity compliance work safety implement socialize develop control implementation regulation system project procedure set company direct motivate develop subordinate emphasize work discipline
349,responsibility running regular check network data security identifying acting opportunity improve update software system developing implementing policy best practice guide organization designing training program workshop staff conducting regular system audit running sharing regular operation system report Senior staff overseeing determining time frame major project including system update upgrade migration outage managing reporting allocation budget providing direction team member identifying opportunity team training skill advancement qualification Bachelor degree equivalent proven project management experience ability manage multiple project time five year experience within field woodworking previous background additional value experience Door development must willing placed Tegal Central Java,"{
  ""title"": ""IT Project Manager"",
  ""years_experience_required"": 5,
  ""education_required"": [""Bachelor's degree or equivalent""],
  ""key_skills"": [
    ""project management"",
    ""network data security"",
    ""policy development"",
    ""staff training"",
    ""system auditing"",
    ""budget management"",
    ""team leadership""
  ],
  ""tools_software"": [],
  ""responsibilities"": [
    ""Run regular checks on network data security"",
    ""Identify and act on opportunities to improve systems"",
    ""Update software systems"",
    ""Develop and implement policies and best practice guides"",
    ""Design training programs and workshops for staff"",
    ""Conduct regular system audits"",
    ""Share regular operational system reports with senior staff"",
    ""Oversee and determine time frames for major projects including system updates, upgrades, migrations, and outages"",
    ""Manage and report on budget allocation"",
    ""Provide direction to team members"",
    ""Identify opportunities for team training and skill advancement""
  ],
  ""requirements"": [
    ""Bachelor's degree or equivalent"",
    ""Proven project management experience"",
    ""Ability to manage multiple projects simultaneously"",
    ""Minimum 5 years of experience in the field"",
    ""Background in woodworking is an advantage"",
    ""Experience in door development is a plus"",
    ""Willingness to be placed in Tegal, Central Java""
  ]
}",responsibility running regular check network data security identifying acting opportunity improve update software system developing implementing policy best practice guide organization designing training program workshop staff conducting regular system audit running sharing regular operation system report senior staff overseeing determining time frame major project including system update upgrade migration outage managing reporting allocation budget providing direction team member identifying opportunity team training skill advancement qualification bachelor degree equivalent proven project management experience ability manage multiple project time 5 year experience within field woodworking previous background additional value experience doo development must willing placed tegal central java
350,"Position important strategic organization. Organization expects to be able to lead dynamic, reliable sales team, form strong synergy and cooperation with entire team, act as leader, ensure every aspect of sales runs perfectly, increase sales productivity, conduct joint visits, sales performance evaluation, provide coaching in sales, conduct customer satisfaction monitoring, ensure sales service availability, good timely delivery, and ensure sales work in accordance with applicable Standard Operating Procedures.  

Qualification: maximum age forty-two years, minimum education Diploma III major, minimum three years experience in Fast-Moving Consumer Goods distribution sales, solid knowledge related to distribution sales operations of Fast-Moving Consumer Goods products, mastery of Microsoft Office, good analytical skills, detail-oriented, responsive, interpersonal, communicative, self-driven skills, willing to be placed in Lamongan, Madiun, Cimindi, Pondok Gede, Parigi, Palu, West Jakarta, Tigaraksa, Tangerang City, Kronjo, South Tangerang, Teluk Naga, Pandeglang, Panimbang, Sorong, Timika.","{
  ""title"": ""Sales Team Leader"",
  ""years_experience_required"": 3,
  ""education_required"": [""Diploma III""],
  ""key_skills"": [""sales leadership"", ""sales operations"", ""coaching"", ""customer satisfaction monitoring"", ""performance evaluation"", ""distribution sales knowledge"", ""analytical skills""],
  ""tools_software"": [""Microsoft Office""],
  ""responsibilities"": [""lead sales team"", ""increase sales productivity"", ""conduct joint visits"", ""evaluate sales performance"", ""provide sales coaching"", ""monitor customer satisfaction"", ""ensure sales service availability"", ""ensure timely delivery"", ""ensure compliance with Standard Operating Procedures""],
  ""requirements"": [""maximum age 42 years"", ""minimum 3 years experience in Fast-Moving Consumer Goods distribution sales"", ""willing to be placed in multiple specified locations""]
}",position important strategic organization organization expects able lead dynamic reliable sale team form strong synergy cooperation entire team act leader ensure every aspect sale run perfectly increase sale productivity conduct join visit sale performance evaluation provide coaching sale conduct customer satisfaction monitoring sale service availability good timely delivery good ensure sale work accordance applicable sop qualification maximum age forty two year minimum education diii major minimum three year experience fmcg distribution sale solid knowledge related distribution sale operation fmcg product mastery msoffice good analytical skill detail responsive interpersonal communicative self driven skill willing placed l among madiuncimindipondokgede parigi palu west jakarta tigar aksa tangerang city kron jo south tangerang teluknagapandeglangpanim bang sorong timika
351,qualification hard worker diligent honest able to work independently well in a team eager to learn something new related required language English required skill corporate sales at least two years working experience in related field preferably staff non management non supervisor specialized sales company able to work in Jakarta Central Business District job description maintain existing customers establish new potential customers sell products directly to customers end users managing interpreting customer requirements achieve company sales target create report of sales activity results Planet C,"{
  ""title"": ""Corporate Sales Staff"",
  ""years_experience_required"": 2,
  ""education_required"": [null],
  ""key_skills"": [""corporate sales"", ""customer relationship management"", ""sales target achievement"", ""report preparation""],
  ""tools_software"": [null],
  ""responsibilities"": [
    ""Maintain existing customers"",
    ""Establish new potential customers"",
    ""Sell products directly to customers and end users"",
    ""Manage and interpret customer requirements"",
    ""Achieve company sales target"",
    ""Create reports of sales activity results""
  ],
  ""requirements"": [
    ""Proficiency in English"",
    ""At least two years working experience in related field"",
    ""Preferably staff level, non-management, non-supervisor"",
    ""Specialized in sales"",
    ""Able to work in Jakarta Central Business District""
  ]
}",qualification hard worker diligent honest able work independently well team eager learn something new related required language english required skill corporate sale least two year working experience related field preferably staff non management non supervisor specialized sale company able work jakarta cbd job description maintain existing customer established new potential customer sale product directly customer end user managing interpreting customer requirement achieve company salestarget create report sale activity result planet c
352,"Cooperate with third party to help the sales process, make sales, achieve sales targets, meet frequency of visits, make field visits, report sales, report details accounted. Qualification: minimum education high school or equivalent, experience in field sales at least one year, experience in field sales of building materials or electronics is a plus, Class C driving license, mastering road routes. Placement: Medan, Palembang, Pekanbaru, Bandung, Semarang, Jakarta. Benefits: health, food, transportation, sales bonus.","{
  ""title"": ""Field Sales Representative"",
  ""years_experience_required"": 1,
  ""education_required"": [""High School or equivalent""],
  ""key_skills"": [""field sales"", ""sales target achievement"", ""route navigation"", ""client visits"", ""sales reporting""],
  ""tools_software"": [],
  ""responsibilities"": [""cooperate with third parties to support sales process"", ""make sales"", ""achieve sales targets"", ""conduct field visits"", ""meet required visit frequency"", ""report sales"", ""report account details""],
  ""requirements"": [""minimum high school education or equivalent"", ""at least 1 year of field sales experience"", ""experience in building materials or electronics sales is a plus"", ""Class C driving license"", ""knowledge of road routes""]
}",cooperate third party help sale process make sale achieve sale target meet frequency visit make field visit report sale report detail accounted qualification minimum education high school equivalent experience field sale least one one year experience field sale building building material electronics plus class c driving license mastering road route placement medan palembang pekanbaru bandung semarang j abode tab ek facility health food transportation sale bonus
353,job description selling ensuring sale process carried in accordance with company Standard Sales Operating Procedure rule making plan carrying sale activity aim increasing sale ensuring target achievement in accordance set good teamwork skill good communication customer domicile North Jakarta Sunter requirement maximum age thirty years old minimum education high school equivalent major experienced sale food sector accustomed working team target system target oriented highly motivated honest hard worker fast learner initiative high loyalty working vehicle International Motor Corporation,"{
  ""title"": ""Sales Representative"",
  ""years_experience_required"": null,
  ""education_required"": [""High School or equivalent""],
  ""key_skills"": [""sales planning"", ""teamwork"", ""communication"", ""customer engagement"", ""target achievement""],
  ""tools_software"": [],
  ""responsibilities"": [""execute sales activities according to company Standard Sales Operating Procedure"", ""plan and carry out sales activities to increase sales"", ""ensure achievement of sales targets"", ""work collaboratively with team members""],
  ""requirements"": [""maximum age 30 years"", ""minimum education high school or equivalent"", ""experience in food sector sales"", ""ability to work in a team and target-based system"", ""possession of a working vehicle"", ""domicile in North Jakarta (Sunter)""]
}",job description selling ensuring sale process carried accordance company ssop rule making plan carrying sale activity aim increasing sale ensuring target achievement accordance set good teamwork skill good communication customer domicile north jakarta sunter requirement maximum age thirty year old minimum education high school equivalent major experienced sale food sector accustomed working team target system target oriented highly motivated honest hard worker fast learner initiative high loyalty working vehicle imc
354,Responsibility identify new sales opportunity develop new prospect lead health industry manufacturing need logistics solution implement sales plan communicate with customers territory order achieve target revenue good ability benchmark company versus competitor particularly market data collection continuously update in-depth market knowledge trend market share insight translated sales marketing solution enriching data potential market requirement at least ten years sales marketing role related business-to-business to health industry five years experience as leader directly managing sales team excellent verbal and written strong presentation influencing skill Bahasa English,"{
  ""title"": ""Sales and Marketing Leader - Health Industry"",
  ""years_experience_required"": 10,
  ""education_required"": [null],
  ""key_skills"": [
    ""sales strategy development"",
    ""prospect identification"",
    ""market data analysis"",
    ""benchmarking"",
    ""presentation skills"",
    ""influencing skills"",
    ""verbal and written communication"",
    ""team leadership"",
    ""bilingual in Bahasa and English""
  ],
  ""tools_software"": [null],
  ""responsibilities"": [
    ""identify new sales opportunities"",
    ""develop new prospect leads in the health industry"",
    ""implement sales plans"",
    ""communicate with customers in assigned territory"",
    ""achieve target revenue"",
    ""benchmark company performance against competitors"",
    ""collect and analyze market data"",
    ""update market knowledge and trends"",
    ""translate market insights into sales and marketing solutions"",
    ""enrich data on potential markets""
  ],
  ""requirements"": [
    ""minimum ten years in sales and marketing in B2B health industry"",
    ""minimum five years experience managing a sales team"",
    ""excellent verbal and written communication skills"",
    ""strong presentation and influencing skills"",
    ""fluency in Bahasa and English""
  ]
}",responsibility identify new sale opportunity develop new prospect lead health industry manufacture need logistic solution implement sale plan communicate customer territory order achieve target revenue good ability benchmark company v competitor particularly market data collection continuously update indepth market knowledge trend market share insight translated sale marketing solution enriching data potential market requirement least ten year sale marketing role related b2bto health industry five year experience leader directly managing sale team excellent verbal written strong presentation influencing skill bahasa english
355,qualification age twenty eight thirty eight year old bachelor degree civil engineering architecture minimum grade point average three point zero major considered least three year work experience field construction sales manufacturing have business to government business to business sales experience good negotiating communicate clearly accustomed product presentation good English skill driving license willing placed Karawang neat appearance duty responsibility carry main task sales engineer section make report meeting activity prospective customer customer make sales report superior periodically provide information according customer need communicate well look potential customer make offer follow maintain good relationship existing customer remind customer product payment obligation related tax product sales transaction,"{
  ""title"": ""Sales Engineer"",
  ""years_experience_required"": 3,
  ""education_required"": [""Bachelor's degree in Civil Engineering"", ""Bachelor's degree in Architecture""],
  ""key_skills"": [""Negotiation"", ""Clear communication"", ""Product presentation"", ""English proficiency"", ""Customer relationship management""],
  ""tools_software"": [],
  ""responsibilities"": [
    ""Carry out main tasks of sales engineer section"",
    ""Report meeting activities with prospective customers"",
    ""Prepare periodic sales reports for superiors"",
    ""Provide information according to customer needs"",
    ""Identify potential customers"",
    ""Make offers to customers"",
    ""Maintain good relationships with existing customers"",
    ""Remind customers of product payment obligations and related taxes""
  ],
  ""requirements"": [
    ""Age between 28 and 38 years old"",
    ""Minimum GPA of 3.0"",
    ""At least 3 years of work experience in construction, sales, or manufacturing"",
    ""Experience in business-to-government and business-to-business sales"",
    ""Driving license"",
    ""Willingness to be placed in Karawang"",
    ""Neat appearance""
  ]
}",qualification age twenty eight thirty eight year old bachelor degree civil engineering architecture minimum gpa three zero major considered least three year work experience field construction sale manufacturing haveb2gb2b sale experience good negotiating communicate clearly accustomed product presentation good english skill driving license willing placed kara wac eat appearance duty responsibility carry main task sale engineer section make report meeting activity prospective customer customer make sale report superior periodically provide information according customer need communicate well look potential customer make offer follow maintain good relationship existing customer remind customer product payment obligation related tax product sale transaction
356,"Job description: Represent the company with a comprehensive understanding of offerings, research consumer needs, identify solutions to meet and achieve company objectives through effective planning, setting sales goals, analyzing performance data, projecting future performance, and seeking to expand distribution channels within the responsible territory. Generate leads, build and nurture client relationships, handle customer complaints, ensure high customer satisfaction, monitor customers to ensure default debt is minimized, lead the team to achieve common goals with speed of execution.  

Qualifications: Bachelor’s degree in the field or Associate’s degree with years of sales management experience within a corporate setting required. Three years of working experience in logistics and freight forwarding operations preferred. Good command of spoken and written English, effective business presentation skills, proficiency in Microsoft Excel and Microsoft PowerPoint programs, excellent communication, interpersonal, and organizational skills, good analytical skills, ability to manage multiple priorities effectively and efficiently, proven track record of successful negotiation and relationship management internally and externally, ability to plan and close deals, ability to effectively deal with corporate management and the general workforce, superb business acumen, and desire to manage a business.","{
  ""title"": ""Sales Manager"",
  ""years_experience_required"": 3,
  ""education_required"": [""Bachelor's degree in related field"", ""Associate's degree with sales management experience""],
  ""key_skills"": [""sales goal setting"", ""performance analysis"", ""lead generation"", ""client relationship management"", ""negotiation"", ""business presentation"", ""analytical skills"", ""multi-priority management"", ""business acumen"", ""deal closing"", ""relationship management""],
  ""tools_software"": [""Microsoft Excel"", ""Microsoft PowerPoint""],
  ""responsibilities"": [""represent company offerings"", ""research consumer needs"", ""identify solutions to meet objectives"", ""plan and set sales goals"", ""analyze performance data"", ""project future performance"", ""expand distribution channels"", ""generate leads"", ""build and nurture client relationships"", ""handle customer complaints"", ""ensure customer satisfaction"", ""monitor customers to minimize default debt"", ""lead team to achieve goals""],
  ""requirements"": [""Bachelor's degree in related field or Associate's degree with sales management experience"", ""3 years of experience in logistics and freight forwarding operations preferred"", ""proficiency in spoken and written English"", ""effective business presentation skills"", ""proficiency in Microsoft Excel and PowerPoint"", ""proven negotiation and relationship management skills"", ""ability to manage multiple priorities"", ""ability to plan and close deals"", ""ability to work with corporate management and general workforce""]
}",job description represent company comprehensive understanding offering research consumer need identify solution meet achieve company objective effective planning setting sale goal analyzing performance data projecting future performance seeking expanding distribution channel within responsible territory generate lead build nurture client relationship handle customer complaint ensure high customer satisfaction monitor customer ensure default debt lead team achieve common goal speed execution qualification bachelor degree fiel associate degree year sale management within corporate setting required three year working experience logistics freight forwarding operation preferred good command spoken written english effective business presentation skill excel powerpoint program excellent communication interpersonal organizational skill good analytical skill manage multiple priority effectively efficiently proven track record successful negotiation relationship management internally externally plan close ability effectively deal corporate management general workforce superb business acumen desire manage business
357,"Duty responsibility responsible sales activity target oriented achieving target set by company active in finding new customers, collecting customer information, conducting follow-up confirmation with customers regarding next orders and repeat orders, establishing and improving communication and good relations with customers on a regular basis, guaranteeing customer satisfaction. Qualification: minimum high school or vocational school graduate, maximum age thirty-five years, minimum one year experience in the field of sales and taking orders, good and easy-to-understand communication skills, able to work individually or in a team, honest, careful, motorbike driving license type C, ready to travel out of town.","{
  ""title"": ""Sales Representative"",
  ""years_experience_required"": 1,
  ""education_required"": [""High School"", ""Vocational School""],
  ""key_skills"": [""Sales"", ""Customer relationship management"", ""Order taking"", ""Communication"", ""Teamwork"", ""Independent work""],
  ""tools_software"": [],
  ""responsibilities"": [""Achieve sales targets set by the company"", ""Find new customers"", ""Collect customer information"", ""Conduct follow-up with customers regarding next and repeat orders"", ""Establish and maintain communication and good relations with customers"", ""Ensure customer satisfaction""],
  ""requirements"": [""Maximum age 35 years"", ""Motorbike driving license type C"", ""Willingness to travel out of town""]
}",duty responsibility responsible sale activity target oriented achieving target set company active finding new customer noo collecting customer conducting followup confirmation customer regarding next order repeat order establishing improving communication good relation customer regular basis guaranteeing customer satisfaction qualification minimum high school vocational school graduate maximum age thirty five year minimum one year experience field sale taking order good easy understand communication skill able work individually team honest careful motorbike sim c ready travel town
358,Job description responsible area route visit prepare proper visit plan carry merchandising activity monitor stock display implement program created management create submit daily report fill customer book experienced institutional outlet retail modern market qualification minimum high school education honest disciplined two wheeled vehicle SIM C work team,"{
  ""title"": ""Merchandiser"",
  ""years_experience_required"": null,
  ""education_required"": [""High School""],
  ""key_skills"": [""route planning"", ""merchandising"", ""stock monitoring"", ""program implementation"", ""report preparation"", ""customer record management"", ""teamwork""],
  ""tools_software"": [],
  ""responsibilities"": [""plan and execute area route visits"", ""carry out merchandising activities"", ""monitor stock display"", ""implement management programs"", ""create and submit daily reports"", ""maintain customer book""],
  ""requirements"": [""minimum high school education"", ""experience in institutional outlets, retail, and modern markets"", ""possession of two-wheeled vehicle"", ""SIM C driving license"", ""ability to work in a team""]
}",job description responsible area route visit prepare proper visit plan carry merchandising activity monitor stock display implement program created management create submit daily report fill customer book experienced institutional outlet retail modern market qualification minimum high school education honest disciplined two wheeled vehicle sim c work team
359,job description criterion minimum high school vocational high school equivalent graduate associate degree bachelor graduate plus value two year experience field mastering Microsoft Office Excel Word PowerPoint know sales process flow start finish able work pressure able work individually team good communication interpersonal skill disciplined responsible work able attract customer interest interested company product able achieve target given company benefit basic salary meal money sales bonus Business Process JavaScript,"{
  ""title"": null,
  ""years_experience_required"": 2,
  ""education_required"": [""High School Diploma"", ""Vocational High School"", ""Associate Degree"", ""Bachelor's Degree""],
  ""key_skills"": [""sales process management"", ""work under pressure"", ""teamwork"", ""communication skills"", ""interpersonal skills"", ""customer engagement"", ""target achievement""],
  ""tools_software"": [""Microsoft Excel"", ""Microsoft Word"", ""Microsoft PowerPoint"", ""JavaScript""],
  ""responsibilities"": [""manage sales process from start to finish"", ""attract customer interest in company products"", ""achieve company sales targets""],
  ""requirements"": [""minimum high school or equivalent education"", ""two years of experience in the field"", ""proficiency in Microsoft Office"", ""ability to work individually and in a team"", ""good communication and interpersonal skills"", ""discipline and responsibility in work""]
}",job description criterion minimum high school vocational high school equivalent graduate associate degree bachelor graduate plus value two year experience field mastering microsoft office excel word powerpoint know sale process flow start finish able work pressure able work individually team good communication interpersonal skill disciplined responsible work able attract customer interest interested company product able achieve target given company benefit basic salary meal money sale bonus b pjs
360,Sales Supervisor maximum age thirty-five years minimum education Associate Degree Bachelor major experienced Sales Supervisor at least two years work placement Jakarta vehicle IMC high work motivation target oriented high leadership skill good planning controlling organizing team building problem solving skill characteristic honest hard worker disciplined tenacious responsible communicative networking fieldworker physically mentally healthy smooth communication smart disciplined job description Sales Supervisor mastering market segment Aluminum Composite Panel ACP product responsible forming Sales team monitoring Area Sales making daily teamwork plan conducting coaching Sales team led coaching counseling mentoring providing motivation training educating Sales team improving Sales team performance making team Sales report designing supervising implementation team Sales activity achieve Sales target,"{
  ""title"": ""Sales Supervisor"",
  ""years_experience_required"": 2,
  ""education_required"": [""Associate Degree"", ""Bachelor's Degree""],
  ""key_skills"": [""sales supervision"", ""market segment mastery"", ""team building"", ""planning"", ""controlling"", ""organizing"", ""problem solving"", ""leadership"", ""networking"", ""coaching"", ""mentoring"", ""training"", ""performance improvement""],
  ""tools_software"": null,
  ""responsibilities"": [""form sales team"", ""monitor area sales"", ""create daily teamwork plan"", ""conduct coaching for sales team"", ""lead counseling and mentoring"", ""provide motivation and training"", ""educate sales team"", ""improve sales team performance"", ""prepare team sales reports"", ""design and supervise implementation of team sales activities"", ""achieve sales targets""],
  ""requirements"": [""maximum age 35 years"", ""minimum education Associate Degree or Bachelor's Degree"", ""experience as Sales Supervisor"", ""placement in Jakarta"", ""vehicle ownership"", ""knowledge of Aluminum Composite Panel (ACP) products"", ""physically and mentally healthy""]
}",sale supervisor maximum age thirty five year minimum education associate degree bachelor major experienced sale supervisor least two year work placement jakarta vehicle imc high work motivation target oriented high leadership skill good planning controlling organizing team building problem solving skill characteristic honest hard worker disciplined tenacious responsible communicative networking fieldworker physically mentally healthy smooth communication smart disciplined job description sale supervisor mastering market segment aluminum composite panel acp product responsible forming sale team monitoring ar sale making daily teamwork plan conducting coaching sale team led coaching counseling mentoring providing motivation training educating sale team improving sale team performance making team sale report designing supervising implementation team sale activity achieve sale target
